ID;SABOR;VALOR;ESTADO;TIPO;DATA;FORMA DE PAGAMENTO
3956;pizza;10;Mato Grosso do Sul;assada;03/06/2023;DÉBITO
3957;carne com cream cheese;21;Rio de Janeiro;assada;08/02/2024;CRÉDITO
3958;calabresa com queijo;15;Santa Catarina;frita;26/06/2022;CRÉDITO
3959;carne;12;Bahia;assada;22/02/2022;CRÉDITO
3960;carne com cream cheese;21;Maranhão;assada;30/09/2022;DINHEIRO
3961;carne;12;São Paulo;frita;18/12/2024;DINHEIRO
3962;calabresa;9;Maranhão;assada;19/07/2019;DINHEIRO
3963;pizza;10;Rio Grande do Sul;frita;04/02/2018;DINHEIRO
3964;carne com queijo;17;São Paulo;frita;08/02/2024;PIX
3965;carne;12;Rio de Janeiro;assada;26/12/2023;DÉBITO
3966;calabresa com cream cheese;22;São Paulo;assada;18/03/2021;CRÉDITO
3967;frango com queijo;16;Rio de Janeiro;frita;25/01/2019;DÉBITO
3968;calabresa com queijo;15;Rio de Janeiro;assada;01/11/2019;DINHEIRO
3969;carne com queijo;17;Mato Grosso do Sul;frita;05/07/2018;DINHEIRO
3970;calabresa com queijo;15;Rio de Janeiro;assada;14/03/2024;DINHEIRO
3971;calabresa com queijo;15;São Paulo;frita;28/03/2018;DÉBITO
3972;pizza;10;Rio de Janeiro;frita;24/07/2023;CRÉDITO
3973;carne com queijo;17;Maranhão;frita;01/05/2019;DINHEIRO
3974;calabresa com queijo;15;Ceará;assada;24/03/2019;PIX
3975;calabresa com queijo;15;Alagoas;assada;28/12/2020;DINHEIRO
3976;frango com queijo;16;Mato Grosso do Sul;frita;29/05/2024;PIX
3977;carne com queijo;17;Bahia;assada;29/08/2018;PIX
3978;calabresa com cream cheese;22;Rio Grande do Sul;frita;03/04/2021;CRÉDITO
3979;frango;11;Bahia;frita;24/02/2020;CRÉDITO
3980;carne;12;Bahia;frita;01/09/2024;CRÉDITO
3981;frango com queijo;16;Santa Catarina;frita;13/03/2023;PIX
3982;carne;12;Bahia;assada;06/08/2020;PIX
3983;frango com queijo;16;Minas Gerais;frita;13/10/2021;PIX
3984;pizza;10;Bahia;assada;10/10/2021;DÉBITO
3985;calabresa com queijo;15;São Paulo;assada;29/10/2021;PIX
3986;calabresa com queijo;15;Alagoas;frita;06/02/2020;DINHEIRO
3987;calabresa com queijo;15;Alagoas;assada;30/08/2018;DINHEIRO
3988;frango;11;Minas Gerais;assada;04/04/2019;DINHEIRO
3989;calabresa;9;Alagoas;frita;03/11/2020;CRÉDITO
3990;frango com queijo;16;São Paulo;frita;21/08/2020;DÉBITO
3991;calabresa;9;Mato Grosso do Sul;frita;20/08/2023;CRÉDITO
3992;calabresa;9;Rio Grande do Sul;frita;23/06/2019;PIX
3993;carne com queijo;17;Mato Grosso do Sul;frita;05/04/2024;DINHEIRO
3994;frango;11;São Paulo;assada;16/04/2024;CRÉDITO
3995;pizza;10;Minas Gerais;assada;21/07/2023;DINHEIRO
3996;calabresa;9;Alagoas;assada;08/09/2023;CRÉDITO
3997;calabresa com queijo;15;Rio de Janeiro;assada;10/01/2024;CRÉDITO
3998;frango com cream cheese;20;Maranhão;assada;16/10/2020;DINHEIRO
3999;pizza;10;Santa Catarina;frita;18/07/2024;PIX
4000;frango com queijo;16;Alagoas;frita;08/09/2024;DÉBITO
4001;calabresa;9;Minas Gerais;assada;20/05/2022;PIX
4002;calabresa com queijo;15;Bahia;assada;15/08/2023;DÉBITO
4003;calabresa com queijo;15;Minas Gerais;frita;06/01/2024;DÉBITO
4004;calabresa;9;Mato Grosso do Sul;frita;23/02/2022;CRÉDITO
4005;frango;11;Santa Catarina;frita;28/03/2020;DÉBITO
4006;calabresa;9;Santa Catarina;frita;27/06/2023;PIX
4007;calabresa;9;Maranhão;frita;11/09/2020;PIX
4008;frango;11;Mato Grosso do Sul;frita;23/05/2024;CRÉDITO
4009;calabresa com queijo;15;Ceará;frita;21/03/2021;DINHEIRO
4010;calabresa com cream cheese;22;Ceará;frita;15/04/2019;CRÉDITO
4011;calabresa com cream cheese;22;São Paulo;frita;27/07/2022;DÉBITO
4012;carne com queijo;17;Rio de Janeiro;assada;24/03/2023;DÉBITO
4013;frango;11;Rio de Janeiro;assada;21/10/2021;PIX
4014;frango com queijo;16;Rio Grande do Sul;assada;04/03/2024;CRÉDITO
4015;pizza;10;Rio Grande do Sul;frita;19/08/2018;DÉBITO
4016;calabresa com cream cheese;22;Rio de Janeiro;assada;06/07/2019;CRÉDITO
4017;carne com cream cheese;21;Ceará;frita;19/01/2024;CRÉDITO
4018;carne;12;Santa Catarina;assada;21/09/2021;CRÉDITO
4019;frango com cream cheese;20;Rio de Janeiro;assada;27/04/2020;CRÉDITO
4020;frango;11;Alagoas;frita;12/08/2018;CRÉDITO
4021;calabresa com queijo;15;Santa Catarina;frita;01/10/2022;DÉBITO
4022;calabresa;9;Rio de Janeiro;assada;13/10/2023;DÉBITO
4023;frango;11;Rio de Janeiro;frita;05/08/2020;CRÉDITO
4024;pizza;10;Bahia;frita;03/06/2022;PIX
4025;calabresa com cream cheese;22;Mato Grosso do Sul;frita;16/07/2021;DÉBITO
4026;calabresa;9;Mato Grosso do Sul;frita;10/05/2024;PIX
4027;calabresa com queijo;15;Minas Gerais;frita;13/01/2019;CRÉDITO
4028;carne;12;Rio de Janeiro;frita;08/06/2024;DÉBITO
4029;calabresa com cream cheese;22;Bahia;frita;04/04/2018;CRÉDITO
4030;calabresa com cream cheese;22;São Paulo;frita;22/01/2018;DÉBITO
4031;frango com queijo;16;Alagoas;frita;21/07/2024;DÉBITO
4032;calabresa com queijo;15;Santa Catarina;frita;17/03/2019;PIX
4033;calabresa;9;São Paulo;frita;29/03/2018;PIX
4034;carne com cream cheese;21;Mato Grosso do Sul;assada;03/04/2023;DINHEIRO
4035;calabresa;9;Alagoas;assada;28/12/2018;DINHEIRO
4036;frango;11;Santa Catarina;frita;08/09/2018;CRÉDITO
4037;calabresa com cream cheese;22;Bahia;frita;21/12/2022;DINHEIRO
4038;carne;12;Mato Grosso do Sul;frita;22/03/2022;CRÉDITO
4039;frango com cream cheese;20;Maranhão;frita;14/02/2018;DÉBITO
4040;calabresa com queijo;15;Minas Gerais;frita;31/07/2018;DINHEIRO
4041;carne;12;Rio de Janeiro;frita;28/08/2020;DINHEIRO
4042;carne com cream cheese;21;Rio Grande do Sul;assada;28/01/2020;DINHEIRO
4043;pizza;10;Maranhão;frita;19/02/2021;DINHEIRO
4044;frango;11;Rio Grande do Sul;frita;13/06/2024;CRÉDITO
4045;calabresa;9;Rio de Janeiro;assada;28/06/2024;CRÉDITO
4046;pizza;10;São Paulo;frita;21/02/2020;DÉBITO
4047;frango;11;Alagoas;assada;16/08/2020;DÉBITO
4048;calabresa;9;São Paulo;assada;16/10/2018;DÉBITO
4049;carne com cream cheese;21;Minas Gerais;frita;13/10/2019;PIX
4050;carne com cream cheese;21;Mato Grosso do Sul;assada;21/08/2024;DÉBITO
4051;carne com queijo;17;Rio de Janeiro;assada;03/02/2018;DINHEIRO
4052;calabresa com queijo;15;Santa Catarina;frita;28/12/2018;DINHEIRO
4053;calabresa com cream cheese;22;Ceará;frita;12/09/2020;CRÉDITO
4054;pizza;10;Rio de Janeiro;frita;30/06/2024;DINHEIRO
4055;frango com queijo;16;Bahia;frita;21/03/2021;CRÉDITO
4056;frango;11;Rio Grande do Sul;frita;06/03/2024;PIX
4057;carne com cream cheese;21;Minas Gerais;assada;04/06/2024;CRÉDITO
4058;calabresa com queijo;15;Minas Gerais;frita;22/03/2018;DINHEIRO
4059;calabresa com cream cheese;22;Santa Catarina;assada;20/10/2020;DINHEIRO
4060;frango com queijo;16;Maranhão;assada;31/01/2020;DÉBITO
4061;carne com cream cheese;21;Rio Grande do Sul;assada;27/02/2018;PIX
4062;frango com cream cheese;20;Rio de Janeiro;assada;01/02/2020;DINHEIRO
4063;pizza;10;Santa Catarina;frita;17/09/2023;DINHEIRO
4064;pizza;10;Mato Grosso do Sul;frita;29/01/2018;PIX
4065;pizza;10;São Paulo;assada;25/10/2023;DÉBITO
4066;calabresa;9;Rio de Janeiro;assada;29/09/2022;DÉBITO
4067;calabresa com queijo;15;Minas Gerais;assada;21/11/2024;DINHEIRO
4068;frango com queijo;16;Mato Grosso do Sul;frita;28/02/2024;DINHEIRO
4069;carne com cream cheese;21;Santa Catarina;frita;26/09/2018;DÉBITO
4070;carne;12;Ceará;assada;25/04/2022;DINHEIRO
4071;calabresa com cream cheese;22;Bahia;assada;11/10/2018;DÉBITO
4072;calabresa com queijo;15;Minas Gerais;assada;31/08/2020;PIX
4073;pizza;10;São Paulo;frita;16/12/2019;PIX
4074;calabresa com queijo;15;Alagoas;frita;30/10/2019;DÉBITO
4075;frango com queijo;16;São Paulo;frita;04/03/2023;PIX
4076;pizza;10;São Paulo;assada;11/06/2020;DINHEIRO
4077;carne;12;Bahia;frita;24/08/2024;DÉBITO
4078;carne com queijo;17;Maranhão;frita;14/03/2020;PIX
4079;frango;11;Rio de Janeiro;assada;03/11/2021;DÉBITO
4080;carne com cream cheese;21;São Paulo;frita;10/06/2024;DINHEIRO
4081;calabresa;9;Ceará;assada;03/11/2021;DINHEIRO
4082;calabresa com queijo;15;Alagoas;frita;03/04/2022;CRÉDITO
4083;frango com cream cheese;20;Minas Gerais;frita;22/10/2019;CRÉDITO
4084;frango com cream cheese;20;Santa Catarina;assada;29/02/2020;DINHEIRO
4085;carne com queijo;17;Santa Catarina;frita;20/05/2022;DÉBITO
4086;calabresa com cream cheese;22;São Paulo;assada;16/12/2019;PIX
4087;pizza;10;Maranhão;frita;15/01/2021;DÉBITO
4088;frango;11;Bahia;frita;26/06/2024;PIX
4089;frango;11;São Paulo;assada;02/09/2022;DINHEIRO
4090;carne com queijo;17;Alagoas;assada;19/02/2018;DÉBITO
4091;frango;11;Rio de Janeiro;assada;30/06/2022;DINHEIRO
4092;frango com cream cheese;20;Ceará;frita;23/03/2018;DÉBITO
4093;calabresa com queijo;15;Maranhão;assada;26/05/2021;PIX
4094;calabresa com cream cheese;22;Rio Grande do Sul;assada;18/07/2023;DINHEIRO
4095;frango;11;Bahia;assada;28/09/2022;DINHEIRO
4096;calabresa com cream cheese;22;Minas Gerais;assada;08/11/2023;DINHEIRO
4097;frango com cream cheese;20;Santa Catarina;assada;04/09/2019;DINHEIRO
4098;carne;12;Rio de Janeiro;assada;21/05/2020;CRÉDITO
4099;frango com queijo;16;Maranhão;assada;10/01/2024;DINHEIRO
4100;calabresa com queijo;15;Minas Gerais;frita;25/06/2021;PIX
4101;calabresa com queijo;15;Alagoas;assada;13/08/2018;DINHEIRO
4102;frango com queijo;16;Rio de Janeiro;assada;18/07/2020;DÉBITO
4103;carne com cream cheese;21;Bahia;frita;24/09/2022;PIX
4104;frango com queijo;16;Rio Grande do Sul;assada;29/07/2018;CRÉDITO
4105;carne com cream cheese;21;São Paulo;frita;13/02/2022;PIX
4106;frango com cream cheese;20;Mato Grosso do Sul;assada;13/02/2021;CRÉDITO
4107;carne com cream cheese;21;Rio de Janeiro;assada;26/06/2019;CRÉDITO
4108;calabresa;9;Ceará;assada;27/09/2021;PIX
4109;frango com cream cheese;20;Mato Grosso do Sul;assada;22/05/2023;PIX
4110;carne com queijo;17;São Paulo;frita;12/07/2023;DÉBITO
4111;calabresa com queijo;15;Mato Grosso do Sul;frita;20/03/2021;PIX
4112;calabresa com cream cheese;22;Rio de Janeiro;assada;30/05/2024;PIX
4113;carne;12;Santa Catarina;frita;06/01/2020;PIX
4114;frango com cream cheese;20;Bahia;frita;26/09/2019;CRÉDITO
4115;frango;11;Ceará;assada;28/01/2024;DÉBITO
4116;pizza;10;São Paulo;assada;23/11/2024;PIX
4117;calabresa com cream cheese;22;Rio de Janeiro;assada;23/09/2021;DÉBITO
4118;calabresa;9;Maranhão;frita;03/06/2018;DÉBITO
4119;frango com queijo;16;Rio Grande do Sul;frita;07/03/2022;CRÉDITO
4120;pizza;10;Ceará;frita;03/09/2018;CRÉDITO
4121;calabresa com queijo;15;Rio Grande do Sul;assada;29/06/2023;CRÉDITO
4122;carne;12;Mato Grosso do Sul;frita;02/11/2024;CRÉDITO
4123;carne com queijo;17;Santa Catarina;assada;19/11/2023;CRÉDITO
4124;calabresa com queijo;15;Rio de Janeiro;frita;09/08/2019;DÉBITO
4125;calabresa;9;Maranhão;frita;23/04/2023;PIX
4126;carne com queijo;17;Ceará;assada;18/02/2021;PIX
4127;carne;12;Ceará;assada;30/04/2024;CRÉDITO
4128;pizza;10;Ceará;assada;22/09/2021;DÉBITO
4129;calabresa;9;Maranhão;frita;20/04/2024;PIX
4130;calabresa com queijo;15;Santa Catarina;assada;30/04/2020;CRÉDITO
4131;frango com queijo;16;Alagoas;frita;03/03/2021;DINHEIRO
4132;calabresa com queijo;15;Santa Catarina;assada;30/07/2023;CRÉDITO
4133;frango;11;Alagoas;assada;19/01/2018;DINHEIRO
4134;frango com cream cheese;20;Minas Gerais;assada;13/01/2018;CRÉDITO
4135;carne;12;Mato Grosso do Sul;assada;12/04/2018;DINHEIRO
4136;calabresa com queijo;15;São Paulo;frita;03/01/2024;CRÉDITO
4137;carne com queijo;17;São Paulo;frita;11/01/2023;DINHEIRO
4138;carne com queijo;17;Minas Gerais;frita;19/03/2020;DÉBITO
4139;carne;12;Santa Catarina;assada;28/12/2021;DINHEIRO
4140;calabresa;9;Rio de Janeiro;frita;22/06/2018;PIX
4141;calabresa com queijo;15;Minas Gerais;assada;25/06/2022;PIX
4142;carne com cream cheese;21;Minas Gerais;frita;04/01/2019;DÉBITO
4143;carne;12;Maranhão;frita;23/12/2020;DÉBITO
4144;frango com cream cheese;20;Mato Grosso do Sul;assada;31/07/2022;DÉBITO
4145;carne com queijo;17;São Paulo;frita;26/10/2021;PIX
4146;calabresa com queijo;15;Mato Grosso do Sul;frita;22/05/2022;DINHEIRO
4147;carne com cream cheese;21;Mato Grosso do Sul;assada;13/04/2018;DÉBITO
4148;frango com queijo;16;Mato Grosso do Sul;assada;21/05/2022;DINHEIRO
4149;frango com cream cheese;20;Minas Gerais;frita;24/03/2018;CRÉDITO
4150;frango com cream cheese;20;Santa Catarina;assada;29/03/2020;DÉBITO
4151;carne com queijo;17;São Paulo;frita;16/08/2023;CRÉDITO
4152;frango com cream cheese;20;Mato Grosso do Sul;frita;13/07/2020;DÉBITO
4153;calabresa;9;Bahia;frita;04/09/2018;DINHEIRO
4154;pizza;10;Minas Gerais;assada;22/09/2024;CRÉDITO
4155;carne com queijo;17;Maranhão;frita;02/02/2019;DINHEIRO
4156;pizza;10;Rio de Janeiro;assada;14/03/2021;DINHEIRO
4157;frango;11;São Paulo;frita;01/04/2024;CRÉDITO
4158;calabresa com cream cheese;22;Santa Catarina;frita;06/06/2023;CRÉDITO
4159;pizza;10;Bahia;assada;15/04/2023;PIX
4160;calabresa com cream cheese;22;Santa Catarina;assada;29/09/2019;PIX
4161;pizza;10;Maranhão;assada;31/12/2018;PIX
4162;frango com queijo;16;Rio de Janeiro;assada;26/06/2023;DÉBITO
4163;carne com cream cheese;21;Alagoas;frita;24/03/2022;CRÉDITO
4164;carne;12;Maranhão;frita;09/03/2022;DÉBITO
4165;carne com cream cheese;21;Bahia;assada;18/01/2021;DINHEIRO
4166;frango com cream cheese;20;Rio de Janeiro;frita;03/10/2023;PIX
4167;calabresa;9;Rio de Janeiro;assada;25/09/2018;DINHEIRO
4168;frango com cream cheese;20;Alagoas;assada;05/02/2020;DINHEIRO
4169;pizza;10;Ceará;assada;23/06/2022;CRÉDITO
4170;pizza;10;Mato Grosso do Sul;assada;16/02/2020;DINHEIRO
4171;carne;12;Rio de Janeiro;frita;26/11/2020;CRÉDITO
4172;calabresa;9;Alagoas;assada;08/09/2024;PIX
4173;carne com queijo;17;Mato Grosso do Sul;assada;20/11/2021;DÉBITO
4174;carne com queijo;17;Mato Grosso do Sul;assada;28/07/2019;PIX
4175;calabresa com queijo;15;São Paulo;frita;22/10/2024;CRÉDITO
4176;frango com cream cheese;20;Santa Catarina;frita;18/09/2024;DÉBITO
4177;calabresa;9;Santa Catarina;frita;25/10/2022;DINHEIRO
4178;calabresa com queijo;15;Alagoas;frita;16/01/2023;DÉBITO
4179;calabresa;9;Santa Catarina;assada;17/04/2024;DÉBITO
4180;pizza;10;Rio de Janeiro;assada;26/04/2023;DÉBITO
4181;calabresa com queijo;15;Bahia;frita;07/10/2021;DÉBITO
4182;carne com cream cheese;21;Maranhão;frita;11/02/2024;PIX
4183;carne com queijo;17;Bahia;frita;08/07/2019;CRÉDITO
4184;carne;12;Maranhão;frita;12/08/2022;DINHEIRO
4185;pizza;10;Santa Catarina;frita;12/01/2022;CRÉDITO
4186;calabresa com queijo;15;Rio Grande do Sul;frita;17/04/2023;DÉBITO
4187;carne com queijo;17;Rio Grande do Sul;frita;30/01/2024;DÉBITO
4188;frango com cream cheese;20;Minas Gerais;frita;24/06/2018;DINHEIRO
4189;carne com cream cheese;21;Rio Grande do Sul;frita;31/03/2023;DÉBITO
4190;carne com cream cheese;21;Minas Gerais;frita;16/10/2020;CRÉDITO
4191;frango com queijo;16;Alagoas;frita;17/02/2018;PIX
4192;pizza;10;Maranhão;assada;27/05/2024;DINHEIRO
4193;calabresa com queijo;15;Minas Gerais;frita;02/11/2024;DINHEIRO
4194;frango com queijo;16;Ceará;frita;22/12/2023;PIX
4195;frango;11;São Paulo;assada;18/06/2020;PIX
4196;carne com cream cheese;21;Maranhão;frita;26/02/2023;DINHEIRO
4197;carne com cream cheese;21;Rio Grande do Sul;frita;30/01/2020;DINHEIRO
4198;carne;12;Maranhão;assada;21/09/2021;PIX
4199;carne com cream cheese;21;Bahia;frita;24/12/2021;DINHEIRO
4200;calabresa com queijo;15;Mato Grosso do Sul;assada;23/11/2022;PIX
4201;carne;12;Bahia;assada;02/12/2021;DÉBITO
4202;frango com cream cheese;20;Rio de Janeiro;frita;01/10/2020;DINHEIRO
4203;calabresa;9;Maranhão;frita;29/11/2021;DÉBITO
4204;frango com cream cheese;20;São Paulo;frita;17/08/2020;DÉBITO
4205;frango com cream cheese;20;Bahia;frita;28/10/2019;DINHEIRO
4206;carne;12;Minas Gerais;assada;29/05/2021;DÉBITO
4207;pizza;10;Santa Catarina;assada;20/03/2020;PIX
4208;frango com queijo;16;Alagoas;assada;09/08/2019;PIX
4209;frango com cream cheese;20;Rio de Janeiro;assada;12/01/2018;CRÉDITO
4210;frango com cream cheese;20;Bahia;assada;29/09/2021;DINHEIRO
4211;calabresa com queijo;15;Maranhão;assada;23/11/2018;DÉBITO
4212;calabresa com cream cheese;22;Mato Grosso do Sul;assada;01/08/2018;DÉBITO
4213;frango;11;Maranhão;frita;21/01/2024;CRÉDITO
4214;carne com queijo;17;Minas Gerais;frita;29/04/2021;PIX
4215;frango;11;Bahia;frita;09/12/2022;CRÉDITO
4216;carne com queijo;17;Maranhão;assada;28/04/2022;DÉBITO
4217;pizza;10;Minas Gerais;frita;12/05/2019;DINHEIRO
4218;calabresa com queijo;15;São Paulo;frita;28/03/2022;PIX
4219;frango com cream cheese;20;Bahia;frita;05/11/2020;DÉBITO
4220;calabresa com cream cheese;22;Bahia;assada;20/10/2022;CRÉDITO
4221;frango com queijo;16;Rio Grande do Sul;assada;20/01/2023;DINHEIRO
4222;calabresa;9;Ceará;assada;28/12/2022;DÉBITO
4223;calabresa;9;Rio Grande do Sul;assada;19/07/2021;DINHEIRO
4224;calabresa com queijo;15;São Paulo;assada;17/12/2018;CRÉDITO
4225;carne;12;Mato Grosso do Sul;assada;26/11/2020;DÉBITO
4226;calabresa;9;Alagoas;frita;22/08/2021;DINHEIRO
4227;pizza;10;Mato Grosso do Sul;frita;11/10/2018;DINHEIRO
4228;frango com queijo;16;Rio de Janeiro;assada;29/06/2024;PIX
4229;carne;12;Santa Catarina;assada;03/01/2023;CRÉDITO
4230;carne com cream cheese;21;Minas Gerais;frita;21/05/2022;DÉBITO
4231;carne;12;Ceará;frita;16/09/2024;DÉBITO
4232;frango;11;Maranhão;assada;06/10/2018;PIX
4233;frango com cream cheese;20;São Paulo;frita;18/12/2022;PIX
4234;frango;11;Rio de Janeiro;frita;12/12/2021;DINHEIRO
4235;frango com queijo;16;Minas Gerais;assada;03/05/2019;PIX
4236;calabresa;9;Rio Grande do Sul;assada;15/06/2022;DÉBITO
4237;carne;12;Maranhão;assada;18/12/2018;DÉBITO
4238;calabresa com queijo;15;Santa Catarina;assada;16/08/2024;DÉBITO
4239;carne com cream cheese;21;Rio Grande do Sul;frita;06/05/2021;DINHEIRO
4240;carne com cream cheese;21;Mato Grosso do Sul;frita;03/08/2022;PIX
4241;pizza;10;Bahia;frita;16/11/2023;DINHEIRO
4242;frango com queijo;16;Mato Grosso do Sul;assada;06/08/2023;DINHEIRO
4243;frango;11;Mato Grosso do Sul;assada;14/06/2018;DÉBITO
4244;frango com queijo;16;Ceará;assada;19/10/2021;DINHEIRO
4245;frango;11;Minas Gerais;assada;22/05/2021;PIX
4246;pizza;10;Alagoas;assada;30/12/2019;CRÉDITO
4247;frango;11;Rio Grande do Sul;assada;24/06/2024;DINHEIRO
4248;carne com cream cheese;21;Mato Grosso do Sul;assada;11/05/2018;DÉBITO
4249;frango com queijo;16;Maranhão;frita;02/09/2023;DÉBITO
4250;carne com queijo;17;Minas Gerais;assada;02/09/2022;CRÉDITO
4251;pizza;10;São Paulo;assada;18/02/2020;DINHEIRO
4252;calabresa com cream cheese;22;Minas Gerais;assada;14/12/2024;CRÉDITO
4253;frango;11;São Paulo;assada;28/09/2023;PIX
4254;calabresa;9;Maranhão;assada;21/09/2022;CRÉDITO
4255;calabresa;9;Maranhão;assada;12/01/2024;DINHEIRO
4256;carne com cream cheese;21;Alagoas;frita;10/01/2022;DINHEIRO
4257;calabresa com cream cheese;22;Alagoas;frita;07/09/2018;CRÉDITO
4258;carne;12;Mato Grosso do Sul;assada;27/04/2024;DÉBITO
4259;carne com cream cheese;21;Rio Grande do Sul;assada;03/05/2019;CRÉDITO
4260;calabresa;9;Minas Gerais;assada;17/11/2020;DINHEIRO
4261;carne com cream cheese;21;Rio Grande do Sul;frita;01/12/2021;DINHEIRO
4262;carne com queijo;17;Bahia;frita;24/12/2020;PIX
4263;calabresa;9;Minas Gerais;frita;27/04/2024;DINHEIRO
4264;frango;11;Rio de Janeiro;assada;04/03/2021;PIX
4265;calabresa com queijo;15;Ceará;frita;19/12/2024;CRÉDITO
4266;frango com queijo;16;Mato Grosso do Sul;assada;26/12/2022;PIX
4267;calabresa com queijo;15;Mato Grosso do Sul;frita;05/03/2020;DÉBITO
4268;calabresa com cream cheese;22;Alagoas;frita;24/06/2022;DÉBITO
4269;carne;12;Minas Gerais;frita;21/11/2023;DÉBITO
4270;calabresa com cream cheese;22;Alagoas;frita;05/11/2019;DÉBITO
4271;calabresa com cream cheese;22;Santa Catarina;assada;28/03/2019;DINHEIRO
4272;carne com cream cheese;21;São Paulo;frita;08/07/2022;DÉBITO
4273;frango com cream cheese;20;Santa Catarina;frita;31/01/2024;DÉBITO
4274;carne;12;Minas Gerais;assada;19/03/2020;CRÉDITO
4275;calabresa com queijo;15;Bahia;frita;18/11/2021;CRÉDITO
4276;calabresa;9;Mato Grosso do Sul;assada;30/09/2020;CRÉDITO
4277;calabresa;9;Mato Grosso do Sul;assada;04/05/2021;DÉBITO
4278;pizza;10;Mato Grosso do Sul;frita;11/10/2020;PIX
4279;calabresa com cream cheese;22;Minas Gerais;frita;27/08/2020;PIX
4280;calabresa com queijo;15;Rio de Janeiro;frita;17/08/2020;DINHEIRO
4281;calabresa;9;Rio Grande do Sul;assada;08/09/2018;CRÉDITO
4282;calabresa com cream cheese;22;Minas Gerais;frita;07/05/2024;PIX
4283;calabresa;9;São Paulo;assada;15/09/2018;DINHEIRO
4284;carne;12;Maranhão;assada;11/07/2019;DÉBITO
4285;calabresa;9;Mato Grosso do Sul;assada;08/11/2021;PIX
4286;calabresa com cream cheese;22;Minas Gerais;frita;23/02/2018;CRÉDITO
4287;carne com queijo;17;Alagoas;assada;27/10/2021;DINHEIRO
4288;pizza;10;São Paulo;frita;12/03/2020;DINHEIRO
4289;carne;12;Ceará;assada;06/05/2019;DINHEIRO
4290;calabresa com queijo;15;Rio Grande do Sul;frita;27/01/2021;DÉBITO
4291;calabresa com queijo;15;Ceará;frita;04/09/2023;DÉBITO
4292;frango com cream cheese;20;Santa Catarina;frita;09/09/2024;DÉBITO
4293;calabresa;9;São Paulo;assada;28/08/2024;CRÉDITO
4294;pizza;10;Bahia;frita;25/11/2018;CRÉDITO
4295;calabresa com queijo;15;Maranhão;frita;06/07/2023;PIX
4296;frango;11;Ceará;assada;07/12/2018;PIX
4297;carne com queijo;17;Alagoas;frita;14/07/2019;PIX
4298;calabresa com queijo;15;Mato Grosso do Sul;assada;16/01/2019;DINHEIRO
4299;carne com queijo;17;Rio de Janeiro;assada;10/03/2018;PIX
4300;carne com cream cheese;21;Ceará;assada;23/06/2022;CRÉDITO
4301;calabresa com cream cheese;22;Santa Catarina;assada;23/10/2024;DINHEIRO
4302;carne;12;Rio de Janeiro;assada;30/11/2020;PIX
4303;frango com queijo;16;São Paulo;frita;02/03/2020;CRÉDITO
4304;carne;12;Bahia;frita;11/02/2024;CRÉDITO
4305;calabresa;9;Santa Catarina;frita;22/05/2019;DÉBITO
4306;calabresa com cream cheese;22;Santa Catarina;frita;08/03/2019;PIX
4307;carne;12;Rio Grande do Sul;frita;02/04/2022;PIX
4308;calabresa com queijo;15;Rio de Janeiro;assada;19/09/2021;PIX
4309;frango;11;São Paulo;assada;25/11/2023;DÉBITO
4310;calabresa com cream cheese;22;Minas Gerais;frita;18/12/2018;DÉBITO
4311;pizza;10;Rio Grande do Sul;frita;21/07/2023;DÉBITO
4312;calabresa com queijo;15;Mato Grosso do Sul;frita;21/10/2023;DÉBITO
4313;pizza;10;Maranhão;frita;28/04/2018;DÉBITO
4314;calabresa com queijo;15;Mato Grosso do Sul;frita;03/06/2021;DÉBITO
4315;calabresa com queijo;15;Minas Gerais;assada;22/03/2023;DINHEIRO
4316;calabresa com queijo;15;Rio de Janeiro;assada;13/04/2023;PIX
4317;frango;11;Rio de Janeiro;assada;15/03/2022;PIX
4318;frango com cream cheese;20;Ceará;assada;19/08/2022;DÉBITO
4319;carne;12;São Paulo;assada;27/06/2023;PIX
4320;carne;12;Ceará;assada;03/11/2019;DINHEIRO
4321;carne com cream cheese;21;Bahia;assada;17/03/2019;DÉBITO
4322;calabresa;9;São Paulo;frita;11/10/2022;PIX
4323;carne;12;Santa Catarina;frita;24/12/2020;PIX
4324;calabresa com cream cheese;22;Bahia;frita;11/05/2023;CRÉDITO
4325;calabresa com queijo;15;Rio de Janeiro;assada;02/04/2021;CRÉDITO
4326;carne com cream cheese;21;Minas Gerais;frita;12/05/2020;PIX
4327;calabresa com queijo;15;Alagoas;frita;20/09/2024;PIX
4328;pizza;10;Rio Grande do Sul;assada;11/06/2018;DINHEIRO
4329;carne com queijo;17;Rio de Janeiro;frita;21/10/2018;CRÉDITO
4330;carne com cream cheese;21;Ceará;assada;09/09/2018;DÉBITO
4331;calabresa com cream cheese;22;Ceará;frita;19/07/2023;DÉBITO
4332;calabresa com queijo;15;Minas Gerais;assada;21/05/2023;DINHEIRO
4333;frango com cream cheese;20;Santa Catarina;assada;07/03/2024;PIX
4334;carne com cream cheese;21;Mato Grosso do Sul;frita;01/05/2022;DINHEIRO
4335;carne;12;Minas Gerais;assada;13/12/2019;DINHEIRO
4336;carne com queijo;17;Alagoas;assada;19/03/2019;DÉBITO
4337;frango com queijo;16;Maranhão;assada;11/05/2019;DINHEIRO
4338;carne;12;São Paulo;assada;05/01/2020;PIX
4339;calabresa;9;Minas Gerais;frita;28/02/2019;PIX
